team_id_hash,match_id_hash,match_date,formation,duration
0a7df165fb58923b3d7b640717df0fd038e6e4db625f991dd615de4f56e77b6f,a1812a1f7254e20f0fab56989bceb9c1af21a5af389a825775b036fbdca59887,2022-09-03,30bf05477409ec940a2cbe7c3f2e840a2bcb1d8173c3e41a4921b725ef09738c,89
0a7df165fb58923b3d7b640717df0fd038e6e4db625f991dd615de4f56e77b6f,a1812a1f7254e20f0fab56989bceb9c1af21a5af389a825775b036fbdca59887,2022-09-03,9773731317f9d3d54edb333c71fbef924a3aa89122b49b332350fdaef6edc9a5,3
82b5be26a3a9ce683294904d14bdf5b43635ce5f1309fd77b369bf08eb1ea067,7f7deab229c48a5ba96d33af1ad179ce71a7d7f2a6c8128f7411fcfe4c7aae64,2022-01-26,c0836db0c3c1e48a2d6abf7dbe2563f16c41777cc8a3d1ede87034e79cb0bfc4,50
82b5be26a3a9ce683294904d14bdf5b43635ce5f1309fd77b369bf08eb1ea067,7f7deab229c48a5ba96d33af1ad179ce71a7d7f2a6c8128f7411fcfe4c7aae64,2022-01-26,ad231203ec9e089c77ed69cb2dbfee092f1dcbefa7d89d2005f46e8e323766b9,45
2ed2605e07a059867ba6d547d05f4f7f42380ae2ad0d447f9ec1c6c3a1a1ffbd,7400f6b6387d02532d32f95c236e446331d93dd890587796e7c5e01a5fee896a,2022-01-26,097d9d4ff369e9eb700eae4ee8bcde00990512a21ce7249c6a0080b7a393c707,91
0a7df165fb58923b3d7b640717df0fd038e6e4db625f991dd615de4f56e77b6f,4b15bb633b8d7bad593de07b4f34157d4d7e06b2555c3e2da19a4ca2ef4a53c2,2022-01-26,3c683ab9967035a00d618e7f6c12a09f4b572469382570054a116e527d974805,91
2ef1626e26c0285e02f825d4f098ce51350b7c08e83d73e94bd87a0595863968,848627b32d71d6ae323677d315337923c654af194701f6e949700656fd6c97ff,2022-01-26,9d5f8e49358b681222fff5e2c991ba500a542a9628fa203c46564492cc0cc0a6,91
fc99e6dcd13bccb0c675d404adfeb32d605cbfc41dfc6d83ea8c35296be46cea,d61e907de4a58dc7248c17318cda310ba820c7c04fd17e989cda67b7b342619b,2022-01-26,9d5f8e49358b681222fff5e2c991ba500a542a9628fa203c46564492cc0cc0a6,93
fdf022eaef2c0c8b4cb494a54ee2f3e1b3ce41b19b7583b98e79a46691413e49,f9c7b1fca2bb13eb35284e5650b3af2ac0a010daa6bf5b3a013a088acd783c39,2022-01-26,9773731317f9d3d54edb333c71fbef924a3aa89122b49b332350fdaef6edc9a5,91
ccc06e1742fe5bab4d5eb0cdfdcc1f7bab40bb39602a585da245338ab5344eb6,3362aefa9b5c336d76b4950639049cbe66f37568bd585b64445cc7c163217988,2022-01-26,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,93
fbdb29f00cdaf27a2b9b5cced7bcd6daf5755d17e3919e594411508341a37947,dff76188d2d3ef5ceaa0870f1457f70a1e1657ba4e2e7fb952a99baa6733a109,2022-01-26,3c683ab9967035a00d618e7f6c12a09f4b572469382570054a116e527d974805,91
ae6e32d1aae54ad3ddae837df65fe1f821a21037c3f4902cb15a47d5f7b9347d,232c1a9971b69b81efa90f5f3cb576db18b2e148e89f74f6739a6fa24c083de6,2022-01-26,9773731317f9d3d54edb333c71fbef924a3aa89122b49b332350fdaef6edc9a5,94
6007907a2007ec9966ddf4c1c59693deafbaded40c0dadf5cdd6cf3e6d17e7db,13b75f00c26353064ca5563291c1332732fcd04447d480fe8f3d6a575fafcaef,2022-01-26,b8c743c0104227b102b7e781272c8a2791a0103046975e57b822b9dab6bfec16,91
4f4205c713b7d0085a84a630acca9917b5ed935b27db9c05d154e4bbc42a92e1,5a6dd3d814441ae7a5feff25d2adfb6d0434d8d229f5842879d5164c73ae41b3,2022-01-26,3c683ab9967035a00d618e7f6c12a09f4b572469382570054a116e527d974805,90
bfa32b65b274ad42a44fbc16056f079ce046ddc1a71b8aca52f4403b2e01de3c,df9c3b66d3f595a1ad5e29e39c6eecbf666ab592021264ea43c56ef01d73c662,2022-01-26,ad231203ec9e089c77ed69cb2dbfee092f1dcbefa7d89d2005f46e8e323766b9,93
c0b7d1ec35b3f0caaaaed457f71af8b7ac824d712c5a8e1e536cd8649a2157a8,109a345d16c7af6c3bd1eb36810062368bb7cf053d952742cc950475ce18e4fb,2022-01-26,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,93
678a5fb45bfe40c36ef03150212aee9434a74816542fed1b1f5b7b5ea8df0986,4f1dd920e6a1b2685e8289e85a405f30304106d8aadf1b86ebdae557546551cf,2022-01-26,ad231203ec9e089c77ed69cb2dbfee092f1dcbefa7d89d2005f46e8e323766b9,92
78fd332c7d23110b8be4f5f8c1bdaee7ea8c61a8ee78faeba5c7a2f13e2a6bc1,a908d112af88ba1682e99174d98ffeba0f67d18c2ea881833236ce31cc715e2c,2022-01-26,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,93
82b5be26a3a9ce683294904d14bdf5b43635ce5f1309fd77b369bf08eb1ea067,18a2caca26adf6e1343894e8f724013f8de7be733cb1baf5a3d941716ecbe5b0,2022-01-29,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,60
82b5be26a3a9ce683294904d14bdf5b43635ce5f1309fd77b369bf08eb1ea067,18a2caca26adf6e1343894e8f724013f8de7be733cb1baf5a3d941716ecbe5b0,2022-01-29,c0836db0c3c1e48a2d6abf7dbe2563f16c41777cc8a3d1ede87034e79cb0bfc4,33
2ed2605e07a059867ba6d547d05f4f7f42380ae2ad0d447f9ec1c6c3a1a1ffbd,0d3850f18916cb319dc13cd59b549ca486ca9e8ba3ae7ae1bf2a909043e7679d,2022-01-29,a778589b6870131bbf43831a52051c74814f918f2b61643e418728079e23be2a,91
0a7df165fb58923b3d7b640717df0fd038e6e4db625f991dd615de4f56e77b6f,18a2caca26adf6e1343894e8f724013f8de7be733cb1baf5a3d941716ecbe5b0,2022-01-29,3c683ab9967035a00d618e7f6c12a09f4b572469382570054a116e527d974805,60
0a7df165fb58923b3d7b640717df0fd038e6e4db625f991dd615de4f56e77b6f,18a2caca26adf6e1343894e8f724013f8de7be733cb1baf5a3d941716ecbe5b0,2022-01-29,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,33
fc99e6dcd13bccb0c675d404adfeb32d605cbfc41dfc6d83ea8c35296be46cea,49dfd367a1b5dbc8818431e63713f3c13839985f43789cd0da9b99ad6a66e2f9,2022-01-29,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,92
fdf022eaef2c0c8b4cb494a54ee2f3e1b3ce41b19b7583b98e79a46691413e49,09a50f5e8a0e10877e79832fd8b881ea3fb77e070d175634835d2c1c6e96f718,2022-01-30,30bf05477409ec940a2cbe7c3f2e840a2bcb1d8173c3e41a4921b725ef09738c,91
ccc06e1742fe5bab4d5eb0cdfdcc1f7bab40bb39602a585da245338ab5344eb6,983c6b86b926c9e18f671374502f577fa55623f55fc111f7855b20e5dc63beec,2022-01-29,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,91
fbdb29f00cdaf27a2b9b5cced7bcd6daf5755d17e3919e594411508341a37947,ca4c8d39d2d88ea56f8588a478f047cbec65f834138ebead77aa5b36706892f5,2022-01-29,c0836db0c3c1e48a2d6abf7dbe2563f16c41777cc8a3d1ede87034e79cb0bfc4,93
ae6e32d1aae54ad3ddae837df65fe1f821a21037c3f4902cb15a47d5f7b9347d,37f7eb23cd92ebb665134b7c097683f0d10f4247c16f69beeec26263e87acd72,2022-01-29,3c683ab9967035a00d618e7f6c12a09f4b572469382570054a116e527d974805,92
6007907a2007ec9966ddf4c1c59693deafbaded40c0dadf5cdd6cf3e6d17e7db,a6ff6911bfa5d4956bf5f853583492b61a112ad5a1857f862b886ef27455d9bd,2022-01-29,3c683ab9967035a00d618e7f6c12a09f4b572469382570054a116e527d974805,90
4f4205c713b7d0085a84a630acca9917b5ed935b27db9c05d154e4bbc42a92e1,8e05deb6f3439874dc57d7b267d61a756f9a15aa034ad5031ea8160abed7ee58,2022-01-29,ad231203ec9e089c77ed69cb2dbfee092f1dcbefa7d89d2005f46e8e323766b9,91
bfa32b65b274ad42a44fbc16056f079ce046ddc1a71b8aca52f4403b2e01de3c,a8ed9fa55951b1b62f77c03c424c8544cfcbf497e2105cff915b9429977f29ef,2022-01-29,3c683ab9967035a00d618e7f6c12a09f4b572469382570054a116e527d974805,92
c0b7d1ec35b3f0caaaaed457f71af8b7ac824d712c5a8e1e536cd8649a2157a8,dc691b27f43d0d2d2f51e9f8513224ff48a8331dc1425c724d282a3eab0fffe5,2022-01-29,3c683ab9967035a00d618e7f6c12a09f4b572469382570054a116e527d974805,93
678a5fb45bfe40c36ef03150212aee9434a74816542fed1b1f5b7b5ea8df0986,73007ed5b1ff708125df7a3c0331520b905b1298bbf0f28c3d515f9996328720,2022-01-29,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,75
678a5fb45bfe40c36ef03150212aee9434a74816542fed1b1f5b7b5ea8df0986,73007ed5b1ff708125df7a3c0331520b905b1298bbf0f28c3d515f9996328720,2022-01-29,c0836db0c3c1e48a2d6abf7dbe2563f16c41777cc8a3d1ede87034e79cb0bfc4,17
78fd332c7d23110b8be4f5f8c1bdaee7ea8c61a8ee78faeba5c7a2f13e2a6bc1,4a33dbff0843fcb09849184460ab6b922692358cad11cd6f85dc5c871efb3fdc,2022-01-29,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,91
49f6d35b6789fb659b430900457424a9853ca8ba9262c985d0566ce67997c9f5,387f00f43296eadad2107de8deca437edef824408dc017240d85a7a800d40c54,2022-01-29,a778589b6870131bbf43831a52051c74814f918f2b61643e418728079e23be2a,91
4a55268c756f61abe306fda863b1435321085fdcaa72a260428d5e733f6f79ed,465d0d67b1de1bb187889e393d7ff39c0ca5bc306412e86600cc89119cac1b50,2022-01-29,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,92
82b5be26a3a9ce683294904d14bdf5b43635ce5f1309fd77b369bf08eb1ea067,9ac72efc9d017ee9195483f4d5a4d712a8bd66052ea6af12e2c5f3e24e4b78e3,2022-02-02,c0836db0c3c1e48a2d6abf7dbe2563f16c41777cc8a3d1ede87034e79cb0bfc4,91
2ed2605e07a059867ba6d547d05f4f7f42380ae2ad0d447f9ec1c6c3a1a1ffbd,None,None,d3e0882b9290830480e790ba508c0cf6587682335f948eb800e60ad40c9646a7,0
0a7df165fb58923b3d7b640717df0fd038e6e4db625f991dd615de4f56e77b6f,9cda0a580d9ab8349ac3435c4c33a9d45d6f72275e708a46203d04383509802e,2022-02-02,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,92
2ef1626e26c0285e02f825d4f098ce51350b7c08e83d73e94bd87a0595863968,ecb606992b553d772c8eefe2d156155238d44a1abbb616ce3f562e4170ff6e29,2022-02-02,9d5f8e49358b681222fff5e2c991ba500a542a9628fa203c46564492cc0cc0a6,123
fc99e6dcd13bccb0c675d404adfeb32d605cbfc41dfc6d83ea8c35296be46cea,dc5209a4a6effa48e41f882c1cf04d4e3081d6420917303ebb6df5f3bd4ab925,2022-02-02,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,92
fdf022eaef2c0c8b4cb494a54ee2f3e1b3ce41b19b7583b98e79a46691413e49,050d742e749e6688a51b362cd678db709caf5bcfd89961dac6815da57c36a2c9,2022-02-01,a778589b6870131bbf43831a52051c74814f918f2b61643e418728079e23be2a,122
ccc06e1742fe5bab4d5eb0cdfdcc1f7bab40bb39602a585da245338ab5344eb6,d49a001938928b7708e95bbccdeaeec0bd1c37b873fb1738fb6c6c4b4fa93929,2022-02-02,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,92
fbdb29f00cdaf27a2b9b5cced7bcd6daf5755d17e3919e594411508341a37947,244b0fc784e5dc96fd47b6811e7f48370b3b77801bf8f86f5ce66cf5ce5b52a8,2022-02-02,3c683ab9967035a00d618e7f6c12a09f4b572469382570054a116e527d974805,91
ae6e32d1aae54ad3ddae837df65fe1f821a21037c3f4902cb15a47d5f7b9347d,19c67323c5617d1869b30066f33c7e9738f7758ea92cbca7c8d68d8e5df37e41,2022-02-02,9773731317f9d3d54edb333c71fbef924a3aa89122b49b332350fdaef6edc9a5,91
6007907a2007ec9966ddf4c1c59693deafbaded40c0dadf5cdd6cf3e6d17e7db,afddb7931944f01af45e06126f6211ec35627445b8212ea02480467647a81640,2022-02-02,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,90
4f4205c713b7d0085a84a630acca9917b5ed935b27db9c05d154e4bbc42a92e1,1adef4ee52e6c7ee5de6d55d3ab95ffc84bed07cad4eb590117d9fa9616866e0,2022-02-02,3c683ab9967035a00d618e7f6c12a09f4b572469382570054a116e527d974805,91
bfa32b65b274ad42a44fbc16056f079ce046ddc1a71b8aca52f4403b2e01de3c,8cf91113970cd1e17503f925ab21e1a021837a6066591cfc90a6b3dfc16d2677,2022-02-02,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,92
c0b7d1ec35b3f0caaaaed457f71af8b7ac824d712c5a8e1e536cd8649a2157a8,3d90e88853e1a3c98e2d8f593135be366e36619c8530edb8938b70a4ca8de630,2022-02-02,c0836db0c3c1e48a2d6abf7dbe2563f16c41777cc8a3d1ede87034e79cb0bfc4,92
bf44c443721e63194345c44457138b93fc307e7916033fb48824edf45d2f22d6,bd089fd97fd19ab198d3217aaf1f2820b31d099f06c88becef01c970b078e1fc,2022-02-02,ad231203ec9e089c77ed69cb2dbfee092f1dcbefa7d89d2005f46e8e323766b9,90
678a5fb45bfe40c36ef03150212aee9434a74816542fed1b1f5b7b5ea8df0986,c5341afa4a05e29906cf979c2f99153a46d4c9a8b42d068aa788837303cff1c1,2022-02-02,ad231203ec9e089c77ed69cb2dbfee092f1dcbefa7d89d2005f46e8e323766b9,91
78fd332c7d23110b8be4f5f8c1bdaee7ea8c61a8ee78faeba5c7a2f13e2a6bc1,68f718a11dd7d82d32bace5a8c6b8eebc41bcb878123f883ad8db9ca1aa4dd5d,2022-02-02,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,91
49f6d35b6789fb659b430900457424a9853ca8ba9262c985d0566ce67997c9f5,7f9557e7040639bbdc361065477d2575c6d6389c7468fd5901844e14c11fd3eb,2022-02-01,9d5f8e49358b681222fff5e2c991ba500a542a9628fa203c46564492cc0cc0a6,91
4a55268c756f61abe306fda863b1435321085fdcaa72a260428d5e733f6f79ed,05dcd0bd1223f20543d174fa256e2e5785b8b9b12d7b011b8217a7d3bad2cce8,2022-02-01,a778589b6870131bbf43831a52051c74814f918f2b61643e418728079e23be2a,91
7fce1d47f743234072c11930271cbb3602d22cdbb16b1568d852bcc40945cc48,1a5103b6a1d06bd6c3bf7517e74dd78823a62b77cbd6c57939efbd1eb42149d7,2022-02-02,b8c743c0104227b102b7e781272c8a2791a0103046975e57b822b9dab6bfec16,92
a2fc48f3b3b34643aa0dc8e4a569a69ec9404592c91a86f794dd2b32c06d08ac,ee4b33b301274846d552903b4069fbe7b4ffabf626379888e7186057f1a41623,2022-02-02,b8c743c0104227b102b7e781272c8a2791a0103046975e57b822b9dab6bfec16,121
036c3558f3f4bd9656be805910bae46a39e90b714e373c6be30c5158b226b153,d1a741ab7680d6e1ca83b8d042e8a724366e03b19268f355c18e71c74991052d,2022-02-02,3c683ab9967035a00d618e7f6c12a09f4b572469382570054a116e527d974805,90
e718f5525db3938034f2c9357803d5f24aeb1c042879da4c40553d3adde6e5f5,21581880d82729ba24c49aff4ca342f58cb6951fa0a31c9aa050f075e0f922e1,2022-02-02,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,91
8dedf4fca0c7b9ab9a763bbca81f0f01c988572d794f379724606104b1bb2401,ea3540fa0467c960471c3f79be2c0fce2e703b6e175f9b52c54a8790ffaad64c,2022-02-02,30bf05477409ec940a2cbe7c3f2e840a2bcb1d8173c3e41a4921b725ef09738c,122
5de61712c22d8f496c71b46669799a8b91f8dc6e351b9dc4bb864050a9430fb0,21581880d82729ba24c49aff4ca342f58cb6951fa0a31c9aa050f075e0f922e1,2022-02-02,3c683ab9967035a00d618e7f6c12a09f4b572469382570054a116e527d974805,91
28c777a9d013a8d0ef2ca49e5650b8365925f0e5b7d9bc336a16bc216799c089,774dc726d9d68f552d46734f1854238accf11081fd445fa6aede8ac8c2d61c40,2022-02-02,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,122
d39876f7f4417fb3108a5f9f3bdee117b71ff533f916a6ea16ea4b4b3670e761,0d1f330219d04aca488f148badbc909aedb4644dbe85c9951c99947bad1a349b,2022-02-02,3c683ab9967035a00d618e7f6c12a09f4b572469382570054a116e527d974805,92
3927db621c554da28b95f9fb2091ed1f71d7c1084ff8e996d6ea5c342d0f674b,1a9f17643c3dd1b59455add3fbd0d821fc522747f241d8c82c54afe16a90830a,2022-02-02,3c683ab9967035a00d618e7f6c12a09f4b572469382570054a116e527d974805,91
82b5be26a3a9ce683294904d14bdf5b43635ce5f1309fd77b369bf08eb1ea067,f1815a7692bf41f30b95fe28a891fbcf65864fd3f42016a02d9d4ffc2cedecc9,2022-02-05,3c683ab9967035a00d618e7f6c12a09f4b572469382570054a116e527d974805,93
2ed2605e07a059867ba6d547d05f4f7f42380ae2ad0d447f9ec1c6c3a1a1ffbd,e438935fe865ea06a7cf9a479b688703bae26487d8c2be1af65e02192c3657ab,2022-02-05,097d9d4ff369e9eb700eae4ee8bcde00990512a21ce7249c6a0080b7a393c707,91
0a7df165fb58923b3d7b640717df0fd038e6e4db625f991dd615de4f56e77b6f,f1815a7692bf41f30b95fe28a891fbcf65864fd3f42016a02d9d4ffc2cedecc9,2022-02-05,ad231203ec9e089c77ed69cb2dbfee092f1dcbefa7d89d2005f46e8e323766b9,93
2ef1626e26c0285e02f825d4f098ce51350b7c08e83d73e94bd87a0595863968,611e5dd543eb07dcd1a42f70fc51fccbaa4616401a7b7616948cddd5bdb09195,2022-02-05,9d5f8e49358b681222fff5e2c991ba500a542a9628fa203c46564492cc0cc0a6,93
67b8027f60bd93e58657fbfa2954f6cf482ee1db7cbe81f938a005e742894b6e,eccb54081b5a79501d43114a0cc6f2867378166388ca4465a035a4fd32f71cb5,2022-02-06,097d9d4ff369e9eb700eae4ee8bcde00990512a21ce7249c6a0080b7a393c707,92
e410e4d443081fdf77ca0df9ef8155c919b8403cbc81134af8c72aece3ee164c,47c8d0f821f023c547470de0d0c7fe983685bb612c03116e7152a9adecab7d7b,2022-02-04,3c683ab9967035a00d618e7f6c12a09f4b572469382570054a116e527d974805,91
fc99e6dcd13bccb0c675d404adfeb32d605cbfc41dfc6d83ea8c35296be46cea,bf8355555d63a469e1b92a43316529baaf612e1905304bddf595218e5150214a,2022-02-05,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,93
fdf022eaef2c0c8b4cb494a54ee2f3e1b3ce41b19b7583b98e79a46691413e49,67f55a9fe8aec21468ced65750f9902d26af54dc3a63e9ba5d9cdf56de5ffad4,2022-02-06,30bf05477409ec940a2cbe7c3f2e840a2bcb1d8173c3e41a4921b725ef09738c,92
ccc06e1742fe5bab4d5eb0cdfdcc1f7bab40bb39602a585da245338ab5344eb6,54fa94a6a33041c9337ce08105be20a3dfb8db930a48866e61e312c5ed294541,2022-02-05,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,91
fbdb29f00cdaf27a2b9b5cced7bcd6daf5755d17e3919e594411508341a37947,fafe13bbaaa2fdbbceda65725d530ddbcef7fc792bd49b03d270e15f06984e1d,2022-02-05,3c683ab9967035a00d618e7f6c12a09f4b572469382570054a116e527d974805,70
fbdb29f00cdaf27a2b9b5cced7bcd6daf5755d17e3919e594411508341a37947,fafe13bbaaa2fdbbceda65725d530ddbcef7fc792bd49b03d270e15f06984e1d,2022-02-05,c0836db0c3c1e48a2d6abf7dbe2563f16c41777cc8a3d1ede87034e79cb0bfc4,24
ae6e32d1aae54ad3ddae837df65fe1f821a21037c3f4902cb15a47d5f7b9347d,483e1b83e78c38dfa5de51dae5fea376cb4272303bb29f50c609da3ba80ec102,2022-02-05,3c683ab9967035a00d618e7f6c12a09f4b572469382570054a116e527d974805,92
6007907a2007ec9966ddf4c1c59693deafbaded40c0dadf5cdd6cf3e6d17e7db,f98b8c6e127001968f95bc10f75d7ec311cff8c291a0fa04d86efe7e5e11ea65,2022-02-05,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,90
4f4205c713b7d0085a84a630acca9917b5ed935b27db9c05d154e4bbc42a92e1,8f9df6cd9848bbf60838bf617383647d7db1816f955c045e6b50e48271cd43ce,2022-02-05,ad231203ec9e089c77ed69cb2dbfee092f1dcbefa7d89d2005f46e8e323766b9,93
bfa32b65b274ad42a44fbc16056f079ce046ddc1a71b8aca52f4403b2e01de3c,1eb2b38a8c61682953fe68eea5dd8f0610474e04837008ae35e96d5b4ab4fe4f,2022-02-05,3c683ab9967035a00d618e7f6c12a09f4b572469382570054a116e527d974805,93
bf44c443721e63194345c44457138b93fc307e7916033fb48824edf45d2f22d6,f3d98c3ab5bd46d90ce8766dde36aeeba13c49d37a9627772666ac5676e1019d,2022-02-05,097d9d4ff369e9eb700eae4ee8bcde00990512a21ce7249c6a0080b7a393c707,94
678a5fb45bfe40c36ef03150212aee9434a74816542fed1b1f5b7b5ea8df0986,e3bb6ea6d73e25fbc748d18c17d463cc2309613192e81fd4f359b92bf827b466,2022-02-05,ad231203ec9e089c77ed69cb2dbfee092f1dcbefa7d89d2005f46e8e323766b9,91
78fd332c7d23110b8be4f5f8c1bdaee7ea8c61a8ee78faeba5c7a2f13e2a6bc1,72519f677e35c2055098fea4c049d0b4c516e708e5719d79ed43d273f3cbcf74,2022-02-05,ec1319fd656bbbedd3e7dd2a7d4b8b120fbbde48adef646c6c2743033c9caf0c,91
49f6d35b6789fb659b430900457424a9853ca8ba9262c985d0566ce67997c9f5,845db9b0070005af0813d9efb39a516ccbd0da59bb83c9edcd1066c0446b9023,2022-02-05,a778589b6870131bbf43831a52051c74814f918f2b61643e418728079e23be2a,93
4a55268c756f61abe306fda863b1435321085fdcaa72a260428d5e733f6f79ed,57a0d8be639247dee93e6096fe23272200479f3c26797864f2776c5a99126764,2022-02-05,097d9d4ff369e9eb700eae4ee8bcde00990512a21ce7249c6a0080b7a393c707,93
7fce1d47f743234072c11930271cbb3602d22cdbb16b1568d852bcc40945cc48,6a13fdd34d08f6f3f6c11c74b96015a72d4838424539385baa7f741ee05f218c,2022-02-06,3c683ab9967035a00d618e7f6c12a09f4b572469382570054a116e527d974805,94
